   1.5267432e+03   4.1295870e-01   1.1738303e+00   9.6210259e-02   1.0341804e-01
   1.5270453e+03   3.6886214e-01   1.1757959e+00   7.9421923e-02   8.7436302e-02
   1.5279810e+03   3.1450751e-01   1.1818778e+00   6.4787303e-02   7.0513030e-02
   1.5306143e+03   2.5823597e-01   1.4489928e+00   5.6446756e-02   6.1738639e-02
   1.5319248e+03   2.2708364e-01   1.4575109e+00   5.4821238e-02   5.9309481e-02
   1.5286515e+03   1.9136768e-01   1.4362347e+00   5.1494670e-02   5.5245700e-02
